,Unnamed: 0,fullName,firstName,lastName,gender,isoCountry,continent,birthYear,hasMiddleName,hasNoLastName,source,lastLetter
7694,7694,BEZEDE Dimitriana,Dimitriana,BEZEDE,female,MD,Europe,1994,False,False,kaggleOlympic,a
7695,7695,EMILIANOV Alexandra,Alexandra,EMILIANOV,female,MD,Europe,1999,False,False,kaggleOlympic,a
7696,7696,DOLENC Martin,Martin,DOLENC,male,HR,Europe,2000,False,False,kaggleOlympic,n
7697,7697,MALDONIS Mindaugas,Mindaugas,MALDONIS,male,LT,Europe,1991,False,False,kaggleOlympic,s
7699,7699,OLIJNIK Andrej,Andrej,OLIJNIK,male,LT,Europe,1987,False,False,kaggleOlympic,j
7700,7700,KARAKURT Ebrar,Ebrar,KARAKURT,female,TR,Europe,2000,False,False,kaggleOlympic,r
7701,7701,NAVAKAUSKAS Ignas,Ignas,NAVAKAUSKAS,male,LT,Europe,1989,False,False,kaggleOlympic,s
7702,7702,BALADIN Hande,Hande,BALADIN,female,TR,Europe,1997,False,False,kaggleOlympic,e
7703,7703,SEJA Arturas,Arturas,SEJA,male,LT,Europe,1996,False,False,kaggleOlympic,s
7704,7704,TIJAN Ahmed,Ahmed,TIJAN,male,GM,Africa,1995,False,False,kaggleOlympic,d
7705,7705,DIKEN Meliha,Meliha,DIKEN,female,TR,Europe,1993,False,False,kaggleOlympic,a
7706,7706,YOUNOUSSE Cherif,Cherif,YOUNOUSSE,male,SN,Africa,1995,False,False,kaggleOlympic,f
7707,7707,MALDONIS Simonas,Simonas,MALDONIS,male,LT,Europe,1993,False,False,kaggleOlympic,s
7708,7708,HIEKAL Hana,Hana,HIEKAL,female,EG,Africa,2002,False,False,kaggleOlympic,a
7709,7709,AYDIN Ilkin,Ilkin,AYDIN,female,TR,Europe,2000,False,False,kaggleOlympic,n
7710,7710,BAATARKHUYAG Otgonbold,Otgonbold,BAATARKHUYAG,male,MN,Asia,1996,False,False,kaggleOlympic,d
7711,7711,SYLLA Fatoumata,Fatoumata,SYLLA,female,GN,Africa,2001,False,False,kaggleOlympic,a
7712,7712,CEBECIOGLU Derya,Derya,CEBECIOGLU,female,TR,Europe,2000,False,False,kaggleOlympic,a
7713,7713,TOSON Malak,Malak,TOSON,female,EG,Africa,2002,False,False,kaggleOlympic,k
7714,7714,DONMEZ Ecem,Ecem,DONMEZ,female,TR,Europe,1998,False,False,kaggleOlympic,m
7715,7715,DAVIDS Selvyn,Selvyn,DAVIDS,male,ZA,Africa,1994,False,False,kaggleOlympic,n
7716,7716,NORTJE Quewin,Quewin,NORTJE,male,ZA,Africa,2003,False,False,kaggleOlympic,n
7717,7717,AHMED Mariam,Mariam,AHMED,female,EG,Africa,2005,False,False,kaggleOlympic,m
7718,7718,VENCKAITIS Mindaugas,Mindaugas,VENCKAITIS,male,LT,Europe,2001,False,False,kaggleOlympic,s
7720,7720,TOLBA Youssof,Youssof,TOLBA,male,EG,Africa,2001,False,False,kaggleOlympic,f
7721,7721,KNYSTAUTAS Mantas,Mantas,KNYSTAUTAS,male,LT,Europe,1994,False,False,kaggleOlympic,s
7722,7722,BARSOUM Nadine,Nadine,BARSOUM,female,EG,Africa,2005,False,False,kaggleOlympic,e
7723,7723,GUVENC Gizem,Gizem,GUVENC,female,TR,Europe,2002,False,False,kaggleOlympic,m
7724,7724,AXELSEN Viktor,Viktor,AXELSEN,male,DK,Europe,1994,False,False,kaggleOlympic,r
7725,7725,ANTONSEN Anders,Anders,ANTONSEN,male,DK,Europe,1997,False,False,kaggleOlympic,s
7726,7726,BLICHFELDT Mia,Mia,BLICHFELDT,female,DK,Europe,1997,False,False,kaggleOlympic,a
7727,7727,ASTRUP Kim,Kim,ASTRUP,male,DK,Europe,1992,False,False,kaggleOlympic,m
7729,7729,FRUERGAARD Maiken,Maiken,FRUERGAARD,female,DK,Europe,1995,False,False,kaggleOlympic,n
7730,7730,THYGESEN Sara,Sara,THYGESEN,female,DK,Europe,1991,False,False,kaggleOlympic,a
7731,7731,CHRISTIANSEN Mathias,Mathias,CHRISTIANSEN,male,DK,Europe,1994,False,False,kaggleOlympic,s
7732,7732,BOEJE Alexandra,Alexandra,BOEJE,female,DK,Europe,1999,False,False,kaggleOlympic,a
7733,7733,BILGIN Zehra,Zehra,BILGIN,female,TR,Europe,2002,False,False,kaggleOlympic,a
7734,7734,SAAFAN Nihal,Nihal,SAAFAN,female,EG,Africa,1996,False,False,kaggleOlympic,l
7735,7735,HOJGAARD Nicolai,Nicolai,HOJGAARD,male,DK,Europe,2001,False,False,kaggleOlympic,i
7736,7736,OLESEN Thorbjorn,Thorbjorn,OLESEN,male,DK,Europe,1989,False,False,kaggleOlympic,n
7740,7740,HANSEN Jesper,Jesper,HANSEN,male,DK,Europe,1980,False,False,kaggleOlympic,r
7742,7742,MAREI Salma,Salma,MAREI,female,EG,Africa,2005,False,False,kaggleOlympic,a
7743,7743,MOHAMED Sondos,Sondos,MOHAMED,female,EG,Africa,2005,False,False,kaggleOlympic,s
7745,7745,TOUNKARA Mamadou,Mamadou,TOUNKARA,male,FR,Europe,2001,False,False,kaggleOlympic,u
7746,7746,FALASCA Lucia,Lucia,FALASCA,female,AR,South America,1993,False,False,kaggleOlympic,a
7748,7748,AMER Maha,Maha,AMER,female,EG,Africa,1999,False,False,kaggleOlympic,a
7750,7750,TAWFIK Malak,Malak,TAWFIK,female,EG,Africa,2008,False,False,kaggleOlympic,k
7751,7751,ALI Jana,Jana,ALI,female,EG,Africa,2005,False,False,kaggleOlympic,a
7752,7752,FAROUK Mohamed,Mohamed,FAROUK,male,EG,Africa,2002,False,False,kaggleOlympic,d
7753,7753,DIAKITE Moussa,Moussa,DIAKITE,male,ML,Africa,2003,False,False,kaggleOlympic,a
7754,7754,VENTURA Kristoffer,Kristoffer,VENTURA,male,MX,North America,1995,False,False,kaggleOlympic,r
7755,7755,LEBRUN Alexis,Alexis,LEBRUN,male,FR,Europe,2003,False,False,kaggleOlympic,s
7756,7756,LEBRUN Felix,Felix,LEBRUN,male,FR,Europe,2006,False,False,kaggleOlympic,x
7757,7757,GAUZY Simon,Simon,GAUZY,male,FR,Europe,1994,False,False,kaggleOlympic,n
7759,7759,PAVADE Prithika,Prithika,PAVADE,female,FR,Europe,2004,False,False,kaggleOlympic,a
7760,7760,LUTZ Charlotte,Charlotte,LUTZ,female,FR,Europe,2005,False,False,kaggleOlympic,e
7761,7761,SOBHY Ramez,Ramez,SOBHY,male,EG,Africa,2006,False,False,kaggleOlympic,z
7762,7762,SAUER Anne,Anne,SAUER,female,DE,Europe,1991,False,False,kaggleOlympic,e
7763,7763,SZABO Matyas,Matyas,SZABO,male,RO,Europe,1991,False,False,kaggleOlympic,s
7764,7764,COULIBALY Oumar,Oumar,COULIBALY,male,ML,Africa,2002,False,False,kaggleOlympic,r
7765,7765,HUMBERT Ugo,Ugo,HUMBERT,male,FR,Europe,1998,False,False,kaggleOlympic,o
7766,7766,FILS Arthur,Arthur,FILS,male,FR,Europe,2004,False,False,kaggleOlympic,r
7767,7767,MONFILS Gael,Gael,MONFILS,male,FR,Europe,1986,False,False,kaggleOlympic,l
7768,7768,MOUTET Corentin,Corentin,MOUTET,male,FR,Europe,1999,False,False,kaggleOlympic,n
7770,7770,GARCIA Caroline,Caroline,GARCIA,female,FR,Europe,1993,False,False,kaggleOlympic,e
7771,7771,GRACHEVA Varvara,Varvara,GRACHEVA,female,RU,Europe,2000,False,False,kaggleOlympic,a
7772,7772,BUREL Clara,Clara,BUREL,female,FR,Europe,2001,False,False,kaggleOlympic,a
7773,7773,PARRY Diane,Diane,PARRY,female,FR,Europe,2002,False,False,kaggleOlympic,e
7774,7774,DOERNBACH Maximilian,Maximilian,DOERNBACH,male,DE,Europe,1995,False,False,kaggleOlympic,n
7775,7775,SCHROETER Nik,Nik,SCHROETER,male,DE,Europe,1998,False,False,kaggleOlympic,k
7776,7776,BOETTICHER Stefan,Stefan,BOETTICHER,male,DE,Europe,1992,False,False,kaggleOlympic,n
7777,7777,HINZE Emma,Emma,HINZE,female,DE,Europe,1997,False,False,kaggleOlympic,a
7778,7778,GRABOSCH Pauline,Pauline,GRABOSCH,female,DE,Europe,1998,False,False,kaggleOlympic,e
7779,7779,FRIEDRICH Lea,Lea,FRIEDRICH,female,DE,Europe,2000,False,False,kaggleOlympic,a
7780,7780,PROEPSTER Alessa,Alessa,PROEPSTER,female,DE,Europe,2001,False,False,kaggleOlympic,a
7781,7781,KLUGE Roger,Roger,KLUGE,male,DE,Europe,1986,False,False,kaggleOlympic,r
7782,7782,REINHARDT Theo,Theo,REINHARDT,male,DE,Europe,1990,False,False,kaggleOlympic,o
7783,7783,GROSS Felix,Felix,GROSS,male,DE,Europe,1998,False,False,kaggleOlympic,x
7784,7784,SCHAUB Phili,Phili,SCHAUB,male,DE,Europe,1997,False,False,kaggleOlympic,i
7785,7785,SCHMIDT Julian,Julian,SCHMIDT,male,DE,Europe,1994,False,False,kaggleOlympic,n
7786,7786,SCHWARZBAUER Luca,Luca,SCHWARZBAUER,male,DE,Europe,1996,False,False,kaggleOlympic,a
7787,7787,KOCH Franziska,Franziska,KOCH,female,DE,Europe,2000,False,False,kaggleOlympic,a
7788,7788,BRAUSSE Franziska,Franziska,BRAUSSE,female,DE,Europe,1998,False,False,kaggleOlympic,a
7789,7789,KROEGER Mieke,Mieke,KROEGER,female,DE,Europe,1993,False,False,kaggleOlympic,e
7790,7790,KLEIN Lisa,Lisa,KLEIN,female,DE,Europe,1996,False,False,kaggleOlympic,a
7791,7791,SUESSEMILCH Laura,Laura,SUESSEMILCH,female,DE,Europe,1997,False,False,kaggleOlympic,a
7792,7792,LIPPERT Liane,Liane,LIPPERT,female,DE,Europe,1998,False,False,kaggleOlympic,e
7793,7793,REISSNER Lena,Lena,REISSNER,female,DE,Europe,2000,False,False,kaggleOlympic,a
7795,7795,BENZ Nina,Nina,BENZ,female,DE,Europe,1998,False,False,kaggleOlympic,a
7797,7797,SCHACHMANN Maximilian,Maximilian,SCHACHMANN,male,DE,Europe,1994,False,False,kaggleOlympic,n
7798,7798,POLITT Nils,Nils,POLITT,male,DE,Europe,1994,False,False,kaggleOlympic,s
7800,7800,SPIEGEL Luca,Luca,SPIEGEL,male,DE,Europe,2004,False,False,kaggleOlympic,a
7801,7801,SCHELB Julian,Julian,SCHELB,male,DE,Europe,1992,False,False,kaggleOlympic,n
7802,7802,NIEDERMAIER Antonia,Antonia,NIEDERMAIER,female,DE,Europe,2003,False,False,kaggleOlympic,a
7803,7803,BECK Alina,Alina,BECK,female,DE,Europe,2006,False,False,kaggleOlympic,a
7804,7804,RUNGE Regula,Regula,RUNGE,female,DE,Europe,1989,False,False,kaggleOlympic,a
7805,7805,BROMFIELD Junelle,Junelle,BROMFIELD,female,JM,North America,1998,False,False,kaggleOlympic,e
7806,7806,CLAYTON Tia,Tia,CLAYTON,female,JM,North America,2004,False,False,kaggleOlympic,a
7807,7807,DIARRA Thiemoko,Thiemoko,DIARRA,male,ML,Africa,2003,False,False,kaggleOlympic,o
7808,7808,KITTEL Patrik,Patrik,KITTEL,male,SE,Europe,1976,False,False,kaggleOlympic,k
7809,7809,NILSHAGEN Therese,Therese,NILSHAGEN,female,SE,Europe,1983,False,False,kaggleOlympic,e
7810,7810,RAMEL Juliette,Juliette,RAMEL,female,SE,Europe,1987,False,False,kaggleOlympic,e
7812,7812,DISTIN Lamara,Lamara,DISTIN,female,JM,North America,2000,False,False,kaggleOlympic,a
7814,7814,HALL Samantha,Samantha,HALL,female,JM,North America,1993,False,False,kaggleOlympic,a
7815,7815,KNIGHT Andrenette,Andrenette,KNIGHT,female,JM,North America,1996,False,False,kaggleOlympic,e
7816,7816,NUGENT Ackera,Ackera,NUGENT,female,JM,North America,2002,False,False,kaggleOlympic,a
7817,7817,PRYCE Nickisha,Nickisha,PRYCE,female,JM,North America,2001,False,False,kaggleOlympic,a
7818,7818,REID Alana,Alana,REID,female,JM,North America,2005,False,False,kaggleOlympic,a
7819,7819,GRANDA Andy,Andy,GRANDA,male,CU,North America,1992,False,False,kaggleOlympic,y
7820,7820,HIROUCHI Emi,Emi,HIROUCHI,female,JP,Asia,1996,False,False,kaggleOlympic,i
7821,7821,FURUTA Naoki,Naoki,FURUTA,male,JP,Asia,1996,False,False,kaggleOlympic,i
7822,7822,MIYAURA Masayuki,Masayuki,MIYAURA,male,JP,Asia,1996,False,False,kaggleOlympic,i
7823,7823,ARAKAWA Ryuta,Ryuta,ARAKAWA,male,JP,Asia,1994,False,False,kaggleOlympic,a
7824,7824,OISHI Ayami,Ayami,OISHI,female,JP,Asia,1991,False,False,kaggleOlympic,i
7825,7825,TETZLAFF Sarah,Sarah,TETZLAFF,female,NZ,Oceania,2000,False,False,kaggleOlympic,h
7826,7826,DAVID Julian,Julian,DAVID,male,FR,Europe,2005,False,False,kaggleOlympic,n
7827,7827,SAITO Fumiya,Fumiya,SAITO,male,JP,Asia,2004,False,False,kaggleOlympic,a
7828,7828,NODA Satsuki,Satsuki,NODA,female,JP,Asia,2000,False,False,kaggleOlympic,i
7829,7829,NAKANISHI Junya,Junya,NAKANISHI,male,JP,Asia,1999,False,False,kaggleOlympic,a
7830,7830,FURUKAWA Takaharu,Takaharu,FURUKAWA,male,JP,Asia,1984,False,False,kaggleOlympic,u
7831,7831,DAVIDSON Madaline,Madaline,DAVIDSON,female,NZ,Oceania,1999,False,False,kaggleOlympic,e
7832,7832,SCHMIDT Dylan,Dylan,SCHMIDT,male,AU,Oceania,1997,False,False,kaggleOlympic,n
7833,7833,KIM Seungjun,Seungjun,KIM,male,KP,Asia,1994,False,False,kaggleOlympic,n
7834,7834,LEE Hanbit,Hanbit,LEE,female,KP,Asia,1994,False,False,kaggleOlympic,t
7835,7835,LEE Seungchan,Seungchan,LEE,male,KP,Asia,1995,False,False,kaggleOlympic,n
7836,7836,GUO Zongying,Zongying,GUO,female,CN,Asia,1999,False,False,kaggleOlympic,g
7837,7837,ZHU Yeqing,Yeqing,ZHU,female,CN,Asia,1998,False,False,kaggleOlympic,g
7838,7838,CAI Qi,Qi,CAI,female,CN,Asia,1995,False,False,kaggleOlympic,i
7839,7839,TANG Jing,Jing,TANG,female,CN,Asia,1995,False,False,kaggleOlympic,g
7840,7840,MA Zhenzhao,Zhenzhao,MA,female,CN,Asia,1998,False,False,kaggleOlympic,o
7841,7841,XU Shiyan,Shiyan,XU,female,CN,Asia,1997,False,False,kaggleOlympic,n
7842,7842,NENER Kenji,Kenji,NENER,male,AU,Oceania,1993,False,False,kaggleOlympic,i
7843,7843,TAKAHASHI Yuko,Yuko,TAKAHASHI,female,JP,Asia,1991,False,False,kaggleOlympic,o
7844,7844,ODAKURA Makoto,Makoto,ODAKURA,male,JP,Asia,1993,False,False,kaggleOlympic,o
7845,7845,SUZUKI Rira,Rira,SUZUKI,female,JP,Asia,1998,False,False,kaggleOlympic,a
7846,7846,MURAKAMI Eishiro,Eishiro,MURAKAMI,male,JP,Asia,1995,False,False,kaggleOlympic,o
7847,7847,MIYAMOTO Masanori,Masanori,MIYAMOTO,male,JP,Asia,1997,False,False,kaggleOlympic,i
7848,7848,BOUKLI Shirine,Shirine,BOUKLI,female,FR,Europe,1999,False,False,kaggleOlympic,e
7849,7849,BUCHARD Amandine,Amandine,BUCHARD,female,FR,Europe,1995,False,False,kaggleOlympic,e
7851,7851,AGBEGNENOU Clarisse,Clarisse,AGBEGNENOU,female,FR,Europe,1992,False,False,kaggleOlympic,e
7853,7853,MALONGA Madeleine,Madeleine,MALONGA,female,FR,Europe,1993,False,False,kaggleOlympic,e
7854,7854,DICKO Romane,Romane,DICKO,female,FR,Europe,1999,False,False,kaggleOlympic,e
7855,7855,MKHEIDZE Luka,Luka,MKHEIDZE,male,GE,Europe,1996,False,False,kaggleOlympic,a
7856,7856,KHYAR Walide,Walide,KHYAR,male,FR,Europe,1995,False,False,kaggleOlympic,e
7860,7860,DIESSE Aurelien,Aurelien,DIESSE,male,FR,Europe,1997,False,False,kaggleOlympic,n
7861,7861,RINER Teddy,Teddy,RINER,male,FR,Europe,1989,False,False,kaggleOlympic,y
7862,7862,PIGNICZKI Fanni,Fanni,PIGNICZKI,female,HU,Europe,2000,False,False,kaggleOlympic,i
7864,7864,ELKAMASH Marwan,Marwan,ELKAMASH,male,EG,Africa,1993,False,False,kaggleOlympic,n
7877,7877,ANDERSEN Frida,Frida,ANDERSEN,female,SE,Europe,1990,False,False,kaggleOlympic,a
7878,7878,ASAI Malin,Malin,ASAI,female,SE,Europe,1988,False,False,kaggleOlympic,n
7879,7879,ROMEIKE Louise,Louise,ROMEIKE,female,SE,Europe,1990,False,False,kaggleOlympic,e
7880,7880,SJOBORG Sofia,Sofia,SJOBORG,female,SE,Europe,1998,False,False,kaggleOlympic,a
7884,7884,FREDRICSON Peder,Peder,FREDRICSON,male,SE,Europe,1972,False,False,kaggleOlympic,r
7885,7885,MITSUI Airi,Airi,MITSUI,female,JP,Asia,2004,False,False,kaggleOlympic,i
7886,7886,TAKEHARA Hidekazu,Hidekazu,TAKEHARA,male,JP,Asia,2004,False,False,kaggleOlympic,u
7887,7887,MAKINO Hiroko,Hiroko,MAKINO,female,JP,Asia,1999,False,False,kaggleOlympic,o
7888,7888,TERAKADO Genki,Genki,TERAKADO,male,JP,Asia,2003,False,False,kaggleOlympic,i
7889,7889,MANO Hidenari,Hidenari,MANO,male,JP,Asia,2000,False,False,kaggleOlympic,i
7890,7890,HANAGURUMA Yu,Yu,HANAGURUMA,male,JP,Asia,2000,False,False,kaggleOlympic,u
7891,7891,NARITA Mio,Mio,NARITA,female,JP,Asia,2006,False,False,kaggleOlympic,o
7892,7892,IKEE Rikako,Rikako,IKEE,female,JP,Asia,2000,False,False,kaggleOlympic,o
7893,7893,SUZUKI Satomi,Satomi,SUZUKI,female,JP,Asia,1991,False,False,kaggleOlympic,i
7894,7894,IKEMOTO Nagisa,Nagisa,IKEMOTO,female,JP,Asia,2002,False,False,kaggleOlympic,a
7895,7895,SHIRAI Rio,Rio,SHIRAI,female,JP,Asia,1999,False,False,kaggleOlympic,o
7896,7896,TANIGAWA Ageha,Ageha,TANIGAWA,female,JP,Asia,2003,False,False,kaggleOlympic,a
7897,7897,OHASHI Yui,Yui,OHASHI,female,JP,Asia,1995,False,False,kaggleOlympic,i
7898,7898,AOKI Reona,Reona,AOKI,female,JP,Asia,1995,False,False,kaggleOlympic,a
7899,7899,KOBORI Waka,Waka,KOBORI,female,JP,Asia,2000,False,False,kaggleOlympic,a
7900,7900,HONDA Tomoru,Tomoru,HONDA,male,JP,Asia,2001,False,False,kaggleOlympic,u
7901,7901,MIZUNUMA Naoki,Naoki,MIZUNUMA,male,JP,Asia,1996,False,False,kaggleOlympic,i
7902,7902,MATSUMOTO Katsuhiro,Katsuhiro,MATSUMOTO,male,JP,Asia,1997,False,False,kaggleOlympic,o
7903,7903,WATANABE Ippei,Ippei,WATANABE,male,JP,Asia,1997,False,False,kaggleOlympic,i
7904,7904,SETO Daiya,Daiya,SETO,male,JP,Asia,1994,False,False,kaggleOlympic,a
7905,7905,EBINA Airi,Airi,EBINA,female,JP,Asia,2001,False,False,kaggleOlympic,i
7906,7906,MINAMIDE Taishin,Taishin,MINAMIDE,male,JP,Asia,1996,False,False,kaggleOlympic,n
7907,7907,ENOMOTO Haruka,Haruka,ENOMOTO,female,JP,Asia,1996,False,False,kaggleOlympic,a
7908,7908,ARAI Matsuri,Matsuri,ARAI,female,JP,Asia,2001,False,False,kaggleOlympic,i
7909,7909,MIKAMI Sayaka,Sayaka,MIKAMI,female,JP,Asia,2000,False,False,kaggleOlympic,a
7910,7910,TAMAI Rikuto,Rikuto,TAMAI,male,JP,Asia,2006,False,False,kaggleOlympic,o
7911,7911,SAKAI Sho,Sho,SAKAI,male,JP,Asia,1992,False,False,kaggleOlympic,o
7913,7913,OGIHARA Daichi,Daichi,OGIHARA,male,JP,Asia,2003,False,False,kaggleOlympic,i
7914,7914,WATANABE Taiyo,Taiyo,WATANABE,male,JP,Asia,2001,False,False,kaggleOlympic,o
7915,7915,NISHIMURA Towa,Towa,NISHIMURA,male,JP,Asia,1998,False,False,kaggleOlympic,a
7916,7916,DATE Kiyomu,Kiyomu,DATE,male,JP,Asia,1997,False,False,kaggleOlympic,u
7917,7917,NITTA Ikkei,Ikkei,NITTA,male,JP,Asia,1998,False,False,kaggleOlympic,i
7918,7918,ADACHI Seiya,Seiya,ADACHI,male,JP,Asia,1995,False,False,kaggleOlympic,a
7919,7919,OKAWA Keigo,Keigo,OKAWA,male,JP,Asia,1990,False,False,kaggleOlympic,o
7920,7920,TANAMURA Katsuyuki,Katsuyuki,TANAMURA,male,JP,Asia,1989,False,False,kaggleOlympic,i
7921,7921,ARAKI Kenta,Kenta,ARAKI,male,JP,Asia,1995,False,False,kaggleOlympic,a
7922,7922,INABA Yusuke,Yusuke,INABA,male,JP,Asia,2000,False,False,kaggleOlympic,e
7923,7923,TAKATA Mitsuru,Mitsuru,TAKATA,male,JP,Asia,1995,False,False,kaggleOlympic,u
7924,7924,SUZUKI Toi,Toi,SUZUKI,male,JP,Asia,1999,False,False,kaggleOlympic,i
7925,7925,KOBAYASHI Uta,Uta,KOBAYASHI,female,JP,Asia,2002,False,False,kaggleOlympic,a
7926,7926,SHIMADA Ayano,Ayano,SHIMADA,female,JP,Asia,2006,False,False,kaggleOlympic,o
7927,7927,WADA Ami,Ami,WADA,female,JP,Asia,2003,False,False,kaggleOlympic,i
7928,7928,FUJII Moka,Moka,FUJII,female,JP,Asia,2004,False,False,kaggleOlympic,a
7929,7929,HIGA Moe,Moe,HIGA,female,JP,Asia,2007,False,False,kaggleOlympic,e
7930,7930,KIJIMA Moeka,Moeka,KIJIMA,female,JP,Asia,1999,False,False,kaggleOlympic,a
7931,7931,SATO Tomoka,Tomoka,SATO,female,JP,Asia,2001,False,False,kaggleOlympic,a
7932,7932,YASUNAGA Mashiro,Mashiro,YASUNAGA,female,JP,Asia,1999,False,False,kaggleOlympic,o
7933,7933,YOSHIDA Megumu,Megumu,YOSHIDA,female,JP,Asia,1995,False,False,kaggleOlympic,u
7935,7935,OKAZAKI Haruka,Haruka,OKAZAKI,female,JP,Asia,1998,False,False,kaggleOlympic,a
7936,7936,TANAKA Yuuki,Yuuki,TANAKA,male,JP,Asia,2001,False,False,kaggleOlympic,i
7937,7937,HANEDA Takuya,Takuya,HANEDA,male,JP,Asia,1987,False,False,kaggleOlympic,a
7938,7938,YAZAWA Aki,Aki,YAZAWA,female,JP,Asia,1991,False,False,kaggleOlympic,i
7939,7939,KULJACA Jovana,Jovana,KULJACA,female,ME,Europe,2004,False,False,kaggleOlympic,a
7941,7941,MILENKOVIC Milos,Milos,MILENKOVIC,male,ME,Europe,2005,False,False,kaggleOlympic,s
7942,7942,FLAMIKOVA Pavlina,Pavlina,FLAMIKOVA,female,CZ,Europe,1998,False,False,kaggleOlympic,a
7943,7943,LUKSOVA Lenka,Lenka,LUKSOVA,female,CZ,Europe,1991,False,False,kaggleOlympic,a
7944,7944,NOVOTNIKOVA Radka,Radka,NOVOTNIKOVA,female,CZ,Europe,1995,False,False,kaggleOlympic,a
7945,7945,SANTRUCKOVA Anna,Anna,SANTRUCKOVA,female,CZ,Europe,2001,False,False,kaggleOlympic,a
7946,7946,SIMANEK Jiri,Jiri,SIMANEK,male,CZ,Europe,1995,False,False,kaggleOlympic,i
7947,7947,VRASTIL Miroslav,Miroslav,VRASTIL,male,CZ,Europe,1982,False,False,kaggleOlympic,v
7948,7948,IM Aeji,Aeji,IM,female,KP,Asia,1999,False,False,kaggleOlympic,i
7949,7949,OH Yeonji,Yeonji,OH,female,KP,Asia,1990,False,False,kaggleOlympic,i
7950,7950,BUHL Phili,Phili,BUHL,male,DE,Europe,1989,False,False,kaggleOlympic,i
7951,7951,KOHLHOFF Paul,Paul,KOHLHOFF,male,DE,Europe,1995,False,False,kaggleOlympic,l
7952,7952,DIESCH Simon,Simon,DIESCH,male,DE,Europe,1995,False,False,kaggleOlympic,n
7953,7953,MARKFORT Anna,Anna,MARKFORT,female,DE,Europe,1993,False,False,kaggleOlympic,a
7954,7954,MEGGENDORFER Jakob,Jakob,MEGGENDORFER,male,DE,Europe,1996,False,False,kaggleOlympic,b
7955,7955,SPRANGER Andreas,Andreas,SPRANGER,male,DE,Europe,1996,False,False,kaggleOlympic,s
7956,7956,STUHLEMMER Alica,Alica,STUHLEMMER,female,DE,Europe,1999,False,False,kaggleOlympic,a
7957,7957,BUESSELLBERG Julia,Julia,BUESSELLBERG,female,DE,Europe,2000,False,False,kaggleOlympic,a
7959,7959,MEYER Leonie,Leonie,MEYER,female,DE,Europe,1993,False,False,kaggleOlympic,e
7960,7960,BERGMANN Marla,Marla,BERGMANN,female,DE,Europe,2001,False,False,kaggleOlympic,a
7961,7961,WILLE Hanna,Hanna,WILLE,female,DE,Europe,2001,False,False,kaggleOlympic,a
7962,7962,MAUS Jannis,Jannis,MAUS,male,DE,Europe,1996,False,False,kaggleOlympic,s
7963,7963,KOERDEL Sebastian,Sebastian,KOERDEL,male,DE,Europe,1990,False,False,kaggleOlympic,n
7964,7964,ANRAKU Sorato,Sorato,ANRAKU,male,JP,Asia,2006,False,False,kaggleOlympic,o
7965,7965,MORI Ai,Ai,MORI,female,JP,Asia,2003,False,False,kaggleOlympic,i
7966,7966,NARASAKI Tomoa,Tomoa,NARASAKI,male,JP,Asia,1996,False,False,kaggleOlympic,a
7967,7967,NONAKA Miho,Miho,NONAKA,female,JP,Asia,1997,False,False,kaggleOlympic,o
7968,7968,PIATROVA Aliaksandra,Aliaksandra,PIATROVA,female,BY,Europe,2005,False,False,kaggleOlympic,a
7969,7969,BADAWY Aly,Aly,BADAWY,male,EG,Africa,2001,False,False,kaggleOlympic,y
7970,7970,PERILLI Alessandra,Alessandra,PERILLI,female,IT,Europe,1988,False,False,kaggleOlympic,a
7971,7971,MANSY Khouloud,Khouloud,MANSY,female,EG,Africa,1998,False,False,kaggleOlympic,d
7972,7972,DUDYCHA Jakub,Jakub,DUDYCHA,male,CZ,Europe,2005,False,False,kaggleOlympic,b
7973,7973,HABARTA Tomas,Tomas,HABARTA,male,CZ,Europe,2003,False,False,kaggleOlympic,s
7974,7974,HAJEK Patrik,Patrik,HAJEK,male,CZ,Europe,1998,False,False,kaggleOlympic,k
7975,7975,HLAVAC Vit,Vit,HLAVAC,male,CZ,Europe,1997,False,False,kaggleOlympic,t
7976,7976,HOLY David,David,HOLY,male,CZ,Europe,1998,False,False,kaggleOlympic,d
7977,7977,HROCHOVA Tereza,Tereza,HROCHOVA,female,CZ,Europe,1996,False,False,kaggleOlympic,a
7978,7978,HRUBA Michaela,Michaela,HRUBA,female,CZ,Europe,1998,False,False,kaggleOlympic,a
7979,7979,JICHOVA Nikoleta,Nikoleta,JICHOVA,female,CZ,Europe,2000,False,False,kaggleOlympic,a
7980,7980,JUSKA Radek,Radek,JUSKA,male,CZ,Europe,1993,False,False,kaggleOlympic,k
7982,7982,KRSEK Matej,Matej,KRSEK,male,CZ,Europe,2000,False,False,kaggleOlympic,j
7983,7983,KUBELIK Eduard,Eduard,KUBELIK,male,CZ,Europe,2002,False,False,kaggleOlympic,d
7984,7984,MACIK Ondrej,Ondrej,MACIK,male,CZ,Europe,2001,False,False,kaggleOlympic,j
7985,7985,MANASOVA Karolina,Karolina,MANASOVA,female,CZ,Europe,2003,False,False,kaggleOlympic,a
7986,7986,MARTINKOVA Eliska,Eliska,MARTINKOVA,female,CZ,Europe,2002,False,False,kaggleOlympic,a
7987,7987,MEINDLSCHMID Petr,Petr,MEINDLSCHMID,male,CZ,Europe,2006,False,False,kaggleOlympic,r
