,fullName,firstName,lastName,gender,genderTarget
1782,Erin Electra,Erin,Electra,female,1
1783,Lee Dick,Lee,Dick,female,1
1784,Selma Epstein,Selma,Epstein,female,1
1785,Gabriela Ruffo,Gabriela,Ruffo,female,1
1786,Jean Kellogg,Jean,Kellogg,female,1
1787,Janet Garrett,Janet,Garrett,female,1
1788,Fernanda Bayardo,Fernanda,Bayardo,female,1
1789,Virginie Beauregard-D.,Virginie,Beauregard-D.,female,1
1791,Mimi Côté,Mimi,Côté,female,1
1793,Gloria Ríos,Gloria,Ríos,female,1
1794,Mary Kelly,Mary,Kelly,female,1
1796,Momona Tamada,Momona,Tamada,female,1
1797,Katherine White,Katherine,White,female,1
1798,Abby Roque,Abby,Roque,female,1
1799,Annie Kaylor,Annie,Kaylor,female,1
1800,Cindy Whitehead,Cindy,Whitehead,female,1
1801,Devon Burr,Devon,Burr,female,1
1803,Bess Abell,Bess,Abell,female,1
1804,Claudia Zablah,Claudia,Zablah,female,1
1805,Parmiss Sehat,Parmiss,Sehat,female,1
1806,Phoebe Miu,Phoebe,Miu,female,1
1807,Amanda Jones,Amanda,Jones,female,1
1808,Millie Bailey,Millie,Bailey,female,1
1809,Ella Laboriel,Ella,Laboriel,female,1
1810,Heidi D'Amelio,Heidi,D'Amelio,female,1
1812,Denise Kim,Denise,Kim,female,1
1813,Alison Leighton,Alison,Leighton,female,1
1814,Marie-Michèle Bélanger-Timothy,Marie-Michèle,Bélanger-Timothy,female,1
1815,Catherine Dubois,Catherine,Dubois,female,1
1817,Margo Margolis,Margo,Margolis,female,1
1818,Grace Lore,Grace,Lore,female,1
1820,Lois Bédard,Lois,Bédard,female,1
1823,Janice Harayda,Janice,Harayda,female,1
1824,Mary Yeager,Mary,Yeager,female,1
1825,Marilyn Meadows-Bernstein,Marilyn,Meadows-Bernstein,female,1
1826,Queen Tay,Queen,Tay,female,1
1827,Raddix Madden,Raddix,Madden,female,1
1828,Julia Mancuso,Julia,Mancuso,female,1
1829,Michele Martin,Michele,Martin,female,1
1831,Nova Stevens,Nova,Stevens,female,1
1835,Molly Ladd-Taylor,Molly,Ladd-Taylor,female,1
1836,Paige Rydberg,Paige,Rydberg,female,1
1837,Rechelle Meade,Rechelle,Meade,female,1
1838,Ashley Alexander,Ashley,Alexander,female,1
1839,Roberta Hyson,Roberta,Hyson,female,1
1840,Nancy Dumont,Nancy,Dumont,female,1
1842,Geraldine Andrews,Geraldine,Andrews,female,1
1843,Rachel Carson,Rachel,Carson,female,1
1844,Jennifer Reid,Jennifer,Reid,female,1
1846,Paula Abramo,Paula,Abramo,female,1
1847,Susan Hendl,Susan,Hendl,female,1
1848,Sara Flanigan,Sara,Flanigan,female,1
1849,Molly Applebaum,Molly,Applebaum,female,1
1850,Jade Chrobok,Jade,Chrobok,female,1
1851,Sophie Crane,Sophie,Crane,female,1
1852,Abigail Tripp,Abigail,Tripp,female,1
1853,Chantelle Pressley,Chantelle,Pressley,female,1
1855,Lourdes Deschamps,Lourdes,Deschamps,female,1
1856,Nev Scharrel,Nev,Scharrel,female,1
1857,Carol Doran,Carol,Doran,female,1
1858,Dorothy Babb,Dorothy,Babb,female,1
1859,Miroslava Chavez-Garcia,Miroslava,Chavez-Garcia,female,1
1860,Venezia Monroe,Venezia,Monroe,female,1
1862,Caterina Camastra,Caterina,Camastra,female,1
1863,Ana Marcelo,Ana,Marcelo,female,1
1864,Gerri Santoro,Gerri,Santoro,female,1
1865,Jennifer Rodgers,Jennifer,Rodgers,female,1
1866,Ellen Harvey,Ellen,Harvey,female,1
1868,Gina Dalfonzo,Gina,Dalfonzo,female,1
1869,Nikki Sweet,Nikki,Sweet,female,1
1870,Emma Almanza,Emma,Almanza,female,1
1871,Cristina Hurtado,Cristina,Hurtado,female,1
1872,Kleinsy Bonilla,Kleinsy,Bonilla,female,1
1873,Jerushia Graham,Jerushia,Graham,female,1
1874,Fernanda Valadez,Fernanda,Valadez,female,1
1875,Bita Ghassemi,Bita,Ghassemi,female,1
1876,Lotte Hammerschlag,Lotte,Hammerschlag,female,1
1877,Rosina Lozano,Rosina,Lozano,female,1
1878,Picabo Street,Picabo,Street,female,1
1879,N. Kungeeyou,N.,Kungeeyou,female,1
1880,Linda Toscano,Linda,Toscano,female,1
1881,Karin Ades,Karin,Ades,female,1
1882,Joselyn Pink,Joselyn,Pink,female,1
1883,Khalia Lanier,Khalia,Lanier,female,1
1884,Micaya White,Micaya,White,female,1
1885,Nina Jankowicz,Nina,Jankowicz,female,1
1886,Angeline Bernadel,Angeline,Bernadel,female,1
1887,Judith Rice,Judith,Rice,female,1
1888,Emily Acri,Emily,Acri,female,1
1889,Salem Ilese,Salem,Ilese,female,1
1890,Bria Skonberg,Bria,Skonberg,female,1
1891,Nadia Colburn,Nadia,Colburn,female,1
1892,Nicole Bates,Nicole,Bates,female,1
1893,Samia Finnerty,Samia,Finnerty,female,1
1896,Maribella Zamarripa,Maribella,Zamarripa,female,1
1897,Allura Zamarripa,Allura,Zamarripa,female,1
1898,Shelby Slawson,Shelby,Slawson,female,1
1899,Chantal Viens,Chantal,Viens,female,1
1900,Maggie Lehrman,Maggie,Lehrman,female,1
1903,Marie-Odile Jentel,Marie-Odile,Jentel,female,1
1904,Clara Kenner,Clara,Kenner,female,1
1906,Valarie Lawson,Valarie,Lawson,female,1
1907,Clara B.-Turcotte,Clara,B.-Turcotte,female,1
1908,Katie McGovern,Katie,McGovern,female,1
1909,Harley Rose,Harley,Rose,female,1
1910,Carol Holleuffer,Carol,Holleuffer,female,1
1911,Rachel Valdés,Rachel,Valdés,female,1
1914,Gertrude Heym,Gertrude,Heym,female,1
1915,Isabelle Bouchard,Isabelle,Bouchard,female,1
1917,Carmen Alcázar,Carmen,Alcázar,female,1
1918,Nikkita Fountain,Nikkita,Fountain,female,1
1919,Kimm Carrière,Kimm,Carrière,female,1
1920,Hedwig Jahoda,Hedwig,Jahoda,female,1
1922,Thérèse Desrosiers,Thérèse,Desrosiers,female,1
1924,Denise Ouellet,Denise,Ouellet,female,1
1925,Lucy Tovar,Lucy,Tovar,female,1
1927,Ratana Stephens,Ratana,Stephens,female,1
1929,Mayra Quemé,Mayra,Quemé,female,1
1930,Gertrud Felsenburg,Gertrud,Felsenburg,female,1
1931,Kari Ragan,Kari,Ragan,female,1
1932,Alyssa Jacey,Alyssa,Jacey,female,1
1934,Andrée Roberge,Andrée,Roberge,female,1
1935,Elisabeth Maresch,Elisabeth,Maresch,female,1
1936,Beverly Erschell,Beverly,Erschell,female,1
1937,Maria Rosler-Gitter,Maria,Rosler-Gitter,female,1
1938,Jane Wheeler,Jane,Wheeler,female,1
1939,Gertrude Höllwarth-Ticho,Gertrude,Höllwarth-Ticho,female,1
1941,Catherine Côté,Catherine,Côté,female,1
1942,Deborah Ahee,Deborah,Ahee,female,1
1943,Marie-Pier Labrecque,Marie-Pier,Labrecque,female,1
1944,Florence Longpré,Florence,Longpré,female,1
1945,Alice Pascual,Alice,Pascual,female,1
1947,Véronique Chaumont,Véronique,Chaumont,female,1
1948,Marcelle Hudon,Marcelle,Hudon,female,1
1949,Rébecca Déraspe,Rébecca,Déraspe,female,1
1950,Pénélope Deraîche-Dallaire,Pénélope,Deraîche-Dallaire,female,1
1951,Hélène Langevin,Hélène,Langevin,female,1
1952,Rosalie Cournoyer,Rosalie,Cournoyer,female,1
1953,Véronique Archambault-Léger,Véronique,Archambault-Léger,female,1
1955,Laura Spero,Laura,Spero,female,1
1957,Carmen Matute,Carmen,Matute,female,1
1958,Africa Flores-Anderso,Africa,Flores-Anderso,female,1
1959,Kathy Manning,Kathy,Manning,female,1
1960,Kim Jackson,Kim,Jackson,female,1
1961,Laci Mosley,Laci,Mosley,female,1
1962,Michèle Cloonan,Michèle,Cloonan,female,1
1963,Anne L'Ecuyer,Anne,L'Ecuyer,female,1
1964,Caroline Biden,Caroline,Biden,female,1
1966,Charlotte Legault,Charlotte,Legault,female,1
1967,Susana Kasakoff,Susana,Kasakoff,female,1
1969,Lindy García,Lindy,García,female,1
1970,Silvana Segura,Silvana,Segura,female,1
1971,Nathalia Batista,Nathalia,Batista,female,1
1974,Esther Morales,Esther,Morales,female,1
1975,Marina Calabró,Marina,Calabró,female,1
1976,Guillermina Grant,Guillermina,Grant,female,1
1977,Etna Velarde,Etna,Velarde,female,1
1978,Diva Goulart,Diva,Goulart,female,1
1979,Mariana Armentano,Mariana,Armentano,female,1
1980,Gloria Gómez,Gloria,Gómez,female,1
1981,Adriana Astorquiza,Adriana,Astorquiza,female,1
1983,Gala Garrido,Gala,Garrido,female,1
1984,Jessica Cattaneo,Jessica,Cattaneo,female,1
1985,Ines Marin,Ines,Marin,female,1
1986,Giuliana Dudok,Giuliana,Dudok,female,1
1987,Trinidad Ardiles,Trinidad,Ardiles,female,1
1988,Analía Obarrio,Analía,Obarrio,female,1
1990,Joselia Aguiar,Joselia,Aguiar,female,1
1991,Isabella Páez,Isabella,Páez,female,1
1992,Silvana Espiga,Silvana,Espiga,female,1
1994,Hilda Cid,Hilda,Cid,female,1
1995,Malu Jimenez,Malu,Jimenez,female,1
1996,Sandra Siemens,Sandra,Siemens,female,1
1997,Catalina Recavarren,Catalina,Recavarren,female,1
2000,Gabriela Gomes,Gabriela,Gomes,female,1
2001,Kirla Echegaray,Kirla,Echegaray,female,1
2002,Lúcia Hiratsuka,Lúcia,Hiratsuka,female,1
2003,Susi Hochstimm,Susi,Hochstimm,female,1
2004,Germana Monte-Mór,Germana,Monte-Mór,female,1
2005,Elisa Carareto,Elisa,Carareto,female,1
2006,Belén Lobo,Belén,Lobo,female,1
2007,Cecilia González,Cecilia,González,female,1
2010,Letícia Mei,Letícia,Mei,female,1
2011,Angélica Bernal,Angélica,Bernal,female,1
2012,Valery Altamar,Valery,Altamar,female,1
2013,Carina Núñez,Carina,Núñez,female,1
2016,Ximena Peña,Ximena,Peña,female,1
2017,Gaby Espino,Gaby,Espino,female,1
2018,Florencia Chiribelo,Florencia,Chiribelo,female,1
2019,Angélica Palomino,Angélica,Palomino,female,1
2020,Maruja Cifuentes,Maruja,Cifuentes,female,1
2021,Beatriz Coira,Beatriz,Coira,female,1
2022,Jhoana Patiño,Jhoana,Patiño,female,1
2024,Alessandra Korap,Alessandra,Korap,female,1
2025,Margarita Pasos,Margarita,Pasos,female,1
2026,Helena Iriarte,Helena,Iriarte,female,1
2029,Lourdes Cuesta,Lourdes,Cuesta,female,1
2030,Daiana Ocampo,Daiana,Ocampo,female,1
2031,Leyla Espinoza,Leyla,Espinoza,female,1
2032,Eunice Gutman,Eunice,Gutman,female,1
2033,Maya Da-Rin,Maya,Da-Rin,female,1
2034,Haydée Schvartz,Haydée,Schvartz,female,1
2035,Sofía Florentín,Sofía,Florentín,female,1
2036,Victoria Vélez,Victoria,Vélez,female,1
2037,Cecilia López,Cecilia,López,female,1
2038,Alejandra Giménez,Alejandra,Giménez,female,1
2039,Alejandra Argento,Alejandra,Argento,female,1
2040,Carolina Troncoso,Carolina,Troncoso,female,1
2041,Olinda Silvano,Olinda,Silvano,female,1
2042,Natalia Timerman,Natalia,Timerman,female,1
2043,Lucieli Dornelles,Lucieli,Dornelles,female,1
2044,Marina Demori,Marina,Demori,female,1
2045,Andressa Missio,Andressa,Missio,female,1
2046,Suelen Reis,Suelen,Reis,female,1
2047,Salete Chiamulera,Salete,Chiamulera,female,1
2048,Julia Dupuy,Julia,Dupuy,female,1
2049,Stella Castro,Stella,Castro,female,1
2051,Alicia Plante,Alicia,Plante,female,1
2052,Paola Ugaz,Paola,Ugaz,female,1
2053,Beatriz Marichalar,Beatriz,Marichalar,female,1
2054,Nella Rojas,Nella,Rojas,female,1
2055,Stephany Zreik,Stephany,Zreik,female,1
2056,Queensaray Villegas,Queensaray,Villegas,female,1
2057,Lizsurley Villegas,Lizsurley,Villegas,female,1
2059,Constanza Gutiérrez,Constanza,Gutiérrez,female,1
2060,Karime Scander,Karime,Scander,female,1
2061,Patricia Mounier,Patricia,Mounier,female,1
2062,Andrea Novoa,Andrea,Novoa,female,1
2063,Erika Montecinos,Erika,Montecinos,female,1
2066,Cibele Forjaz,Cibele,Forjaz,female,1
2067,Dália Rosenthal,Dália,Rosenthal,female,1
2068,Elisabeth Lopes,Elisabeth,Lopes,female,1
2069,Esther Hamburger,Esther,Hamburger,female,1
2073,Clotilde Perez,Clotilde,Perez,female,1
2076,Helena Bastos,Helena,Bastos,female,1
2079,Maria Thais,Maria,Thais,female,1
2080,Monica Tavares,Monica,Tavares,female,1
2081,Patrícia Moran,Patrícia,Moran,female,1
2082,Silvia Fernandes,Silvia,Fernandes,female,1
2083,Silvia Berg,Silvia,Berg,female,1
2084,Silvia Laurentiz,Silvia,Laurentiz,female,1
2085,Sônia Salzstein,Sônia,Salzstein,female,1
2087,Lucia Koch,Lucia,Koch,female,1
2088,Carmela Gross,Carmela,Gross,female,1
2089,Norma Grinberg,Norma,Grinberg,female,1
2090,Regina Machado,Regina,Machado,female,1
2091,Renata Pallottini,Renata,Pallottini,female,1
2092,Vânia Debs,Vânia,Debs,female,1
2093,Ruth Alvarado,Ruth,Alvarado,female,1
2094,Juliana Flórez,Juliana,Flórez,female,1
2095,Patricia Sheen,Patricia,Sheen,female,1
2096,Aura Morales,Aura,Morales,female,1
2099,Zulay Camacho,Zulay,Camacho,female,1
2101,Dolores Worrell,Dolores,Worrell,female,1
2102,Nira Guerreira,Nira,Guerreira,female,1
2103,Patricia Arce,Patricia,Arce,female,1
2104,Mary Peña,Mary,Peña,female,1
2105,Tatiana Orjuela,Tatiana,Orjuela,female,1
2107,Dora Narrea,Dora,Narrea,female,1
2108,Chiara Sacchi,Chiara,Sacchi,female,1
2111,Ludmila Manicler,Ludmila,Manicler,female,1
2112,Dona Cadu,Dona,Cadu,female,1
2113,Valeska Zambra,Valeska,Zambra,female,1
2117,Barbara Bivolt,Barbara,Bivolt,female,1
2118,Wendy CBright,Wendy,CBright,female,1
2119,Lucy López,Lucy,López,female,1
2121,Yessica Apaza,Yessica,Apaza,female,1
2123,Segundina Flores,Segundina,Flores,female,1
2124,Carmenza Jaramillo,Carmenza,Jaramillo,female,1
2125,Sonaly Tuesta,Sonaly,Tuesta,female,1
2126,Elena Lasida,Elena,Lasida,female,1
2127,Nayely Bolaños,Nayely,Bolaños,female,1
2129,Déborah Gaviria,Déborah,Gaviria,female,1
2130,Denise Fournier,Denise,Fournier,female,1
2131,Natalia Gavilova,Natalia,Gavilova,female,1
2132,Laura Olascuaga,Laura,Olascuaga,female,1
2133,Violeta Bermúdez,Violeta,Bermúdez,female,1
2134,Nuria Esparch,Nuria,Esparch,female,1
2135,Solangel Fernández,Solangel,Fernández,female,1
2139,Edith Klempau,Edith,Klempau,female,1
2140,Daniella Chávez,Daniella,Chávez,female,1
2141,Cecilia Guillenea,Cecilia,Guillenea,female,1
2142,Antoniana Krettli,Antoniana,Krettli,female,1
2143,Sisa Agi,Sisa,Agi,female,1
2144,Bettiana Sonetti,Bettiana,Sonetti,female,1
2147,Conchita Berggraaf,Conchita,Berggraaf,female,1
2148,Renate Costa,Renate,Costa,female,1
2149,Mariana Arruti,Mariana,Arruti,female,1
2150,Eva Poncet,Eva,Poncet,female,1
2151,María Malvicini,María,Malvicini,female,1
2152,Bruna Tenório,Bruna,Tenório,female,1
2153,Leyla Musalem,Leyla,Musalem,female,1
2154,Nina Paim,Nina,Paim,female,1
2155,Naomi Pikientio,Naomi,Pikientio,female,1
2156,Matilde Horne,Matilde,Horne,female,1
2157,Natalia Solomonoff,Natalia,Solomonoff,female,1
2159,Wanda Ferraz,Wanda,Ferraz,female,1
2160,Ingrid Metzner,Ingrid,Metzner,female,1
2161,Liliana Forzani,Liliana,Forzani,female,1
2162,Nikelen Witter,Nikelen,Witter,female,1
2163,Fanny Rodríguez,Fanny,Rodríguez,female,1
2165,Carolina Castro,Carolina,Castro,female,1
2166,Cibele Racy,Cibele,Racy,female,1
2167,Delia Kesner,Delia,Kesner,female,1
2169,Elza Berquó,Elza,Berquó,female,1
2170,Leni Alexander,Leni,Alexander,female,1
2171,Florencia Leonardi,Florencia,Leonardi,female,1
2172,Christina Brech,Christina,Brech,female,1
2175,Marcela Morvidone,Marcela,Morvidone,female,1
2177,Paulina Palacios,Paulina,Palacios,female,1
2178,Sara Bochkovsky,Sara,Bochkovsky,female,1
2179,Ileanna Simancas,Ileanna,Simancas,female,1
2181,Denise Garcia,Denise,Garcia,female,1
2182,Nilcéia Baroncelli,Nilcéia,Baroncelli,female,1
2183,Roseane Yampolschi,Roseane,Yampolschi,female,1
2185,Valéria Bonafé,Valéria,Bonafé,female,1
2187,Maria Carrizosa,Maria,Carrizosa,female,1
2188,Lourdes Sola,Lourdes,Sola,female,1
2189,Elena Terlevich,Elena,Terlevich,female,1
2190,Virgelina Chará,Virgelina,Chará,female,1
2191,Mildred Merino,Mildred,Merino,female,1
2193,Romina Biagioli,Romina,Biagioli,female,1
2194,Karina Vilches,Karina,Vilches,female,1
2195,Neus Aguado,Neus,Aguado,female,1
2196,Cida Pedrosa,Cida,Pedrosa,female,1
2197,Victoria Vampa,Victoria,Vampa,female,1
2198,Graciela Gelmini,Graciela,Gelmini,female,1
2199,Mayra Jordán,Mayra,Jordán,female,1
2200,Daniela Nicolás,Daniela,Nicolás,female,1
2202,Julia Vial,Julia,Vial,female,1
2204,Soledad Acuña,Soledad,Acuña,female,1
2206,Cora Rónai,Cora,Rónai,female,1
2208,Costanza Pascolato,Costanza,Pascolato,female,1
2209,Cozete Barbosa,Cozete,Barbosa,female,1
2210,Creusa Cartola,Creusa,Cartola,female,1
2211,Cris Bonna,Cris,Bonna,female,1
2212,Cris Braun,Cris,Braun,female,1
2213,Cris Nicolotti,Cris,Nicolotti,female,1
2214,Cris Poli,Cris,Poli,female,1
2215,Cris Vianna,Cris,Vianna,female,1
2216,Cristiana Lôbo,Cristiana,Lôbo,female,1
2217,Cristiane Dias,Cristiane,Dias,female,1
2218,Cristianne Fridman,Cristianne,Fridman,female,1
2219,Cristina Badaró,Cristina,Badaró,female,1
2220,Cristina Boner,Cristina,Boner,female,1
2221,Cristina Brasil,Cristina,Brasil,female,1
2222,Cristina Beer,Cristina,Beer,female,1
2223,Cristina Buarque,Cristina,Buarque,female,1
2224,Cristina Fagundes,Cristina,Fagundes,female,1
2225,Cristina Galvão,Cristina,Galvão,female,1
2226,Cristina Lopes,Cristina,Lopes,female,1
2227,Cristina Mortágua,Cristina,Mortágua,female,1
2228,Cristina Nunes,Cristina,Nunes,female,1
2229,Cristina Mutarelli,Cristina,Mutarelli,female,1
2230,Cristina Mullins,Cristina,Mullins,female,1
2231,Cristina Pereira,Cristina,Pereira,female,1
2232,Cristina Prochaska,Cristina,Prochaska,female,1
2233,Cristina Ranzolin,Cristina,Ranzolin,female,1
2234,Cristina Sano,Cristina,Sano,female,1
2235,Cristina Serra,Cristina,Serra,female,1
2236,Cristina Vieira,Cristina,Vieira,female,1
2238,Cuca Lazarotto,Cuca,Lazarotto,female,1
2239,Cynthia Benini,Cynthia,Benini,female,1
2240,Cynthia Mendes,Cynthia,Mendes,female,1
2241,Cynthia Zamorano,Cynthia,Zamorano,female,1
2242,Cyria Coentro,Cyria,Coentro,female,1
2243,Carmen Santos,Carmen,Santos,female,1
2244,Cármen Costa,Cármen,Costa,female,1
2246,Cássia Linhares,Cássia,Linhares,female,1
2247,Catia Fonseca,Catia,Fonseca,female,1
2248,Cátia Guimma,Cátia,Guimma,female,1
2249,Cátia Pedrosa,Cátia,Pedrosa,female,1
2252,Célia Biar,Célia,Biar,female,1
2253,Célia Coutinho,Célia,Coutinho,female,1
2254,Célia Helena,Célia,Helena,female,1
2255,Célia Olga,Célia,Olga,female,1
2256,Célia Ribeiro,Célia,Ribeiro,female,1
2257,Célia Rodrigues,Célia,Rodrigues,female,1
2258,Célia Sakamoto,Célia,Sakamoto,female,1
2259,Cíntia Abravanel,Cíntia,Abravanel,female,1
2260,Cíntia Moscovich,Cíntia,Moscovich,female,1
2261,Dad Squarisi,Dad,Squarisi,female,1
2262,Daiane Moretti,Daiane,Moretti,female,1
2263,Daiene Dias,Daiene,Dias,female,1
2264,Dailza Damas,Dailza,Damas,female,1
2265,Dalma Callado,Dalma,Callado,female,1
2267,Dalva Figueiredo,Dalva,Figueiredo,female,1
2268,Dalva Lazaroni,Dalva,Lazaroni,female,1
2270,Dandara Guerra,Dandara,Guerra,female,1
2271,Dani Bolina,Dani,Bolina,female,1
2272,Dani Freitas,Dani,Freitas,female,1
2273,Dani Ornellas,Dani,Ornellas,female,1
2274,Daniela Albuquerque,Daniela,Albuquerque,female,1
2275,Daniela Araújo,Daniela,Araújo,female,1
2276,Daniela Arbex,Daniela,Arbex,female,1
2277,Daniela Beyruti,Daniela,Beyruti,female,1
2278,Daniela Barbosa,Daniela,Barbosa,female,1
2279,Daniela Camargo,Daniela,Camargo,female,1
2280,Daniela Borges,Daniela,Borges,female,1
2281,Daniela Carvalho,Daniela,Carvalho,female,1
2282,Daniela Duarte,Daniela,Duarte,female,1
2283,Daniela Faria,Daniela,Faria,female,1
2284,Daniela Freitas,Daniela,Freitas,female,1
2285,Daniela Fontan,Daniela,Fontan,female,1
2286,Daniela Piepszyk,Daniela,Piepszyk,female,1
2287,Daniela Polzin,Daniela,Polzin,female,1
2288,Daniele Batista,Daniele,Batista,female,1
2289,Daniele Rodrigues,Daniele,Rodrigues,female,1
2290,Daniella Alcarpe,Daniella,Alcarpe,female,1
2291,Daniella Galli,Daniella,Galli,female,1
2292,Danielle Cristina,Danielle,Cristina,female,1
2293,Danielle Piermatei,Danielle,Piermatei,female,1
2294,Danielle Zangrando,Danielle,Zangrando,female,1
2295,Danny Pink,Danny,Pink,female,1
2297,Dany Bananinha,Dany,Bananinha,female,1
2298,Dany Grace,Dany,Grace,female,1
2301,Darlene Glória,Darlene,Glória,female,1
2302,Dayse Oliveira,Dayse,Oliveira,female,1
2303,Debby Lagranha,Debby,Lagranha,female,1
2304,Dedina Bernardelli,Dedina,Bernardelli,female,1
2305,Deise Nunes,Deise,Nunes,female,1
2306,Delasnieve Daspet,Delasnieve,Daspet,female,1
2308,Delis Ortiz,Delis,Ortiz,female,1
2309,Denise Bandeira,Denise,Bandeira,female,1
2310,Denise Cerqueira,Denise,Cerqueira,female,1
2311,Denise Céspedes,Denise,Céspedes,female,1
2313,Denise Emmer,Denise,Emmer,female,1
2314,Denise Milan,Denise,Milan,female,1
2315,Denise Milfont,Denise,Milfont,female,1
2316,Denise Paraná,Denise,Paraná,female,1
2317,Denise Saraceni,Denise,Saraceni,female,1
2318,Denise Simonetto,Denise,Simonetto,female,1
2319,Denise Souza,Denise,Souza,female,1
2320,Denise Stoklos,Denise,Stoklos,female,1
2321,Denise Weinberg,Denise,Weinberg,female,1
2322,Deny Barbosa,Deny,Barbosa,female,1
2323,Amira Belle,Amira,Belle,female,1
2324,Desireé Vignolli,Desireé,Vignolli,female,1
2325,Deuzeni Goldman,Deuzeni,Goldman,female,1
2326,Dhi Ribeiro,Dhi,Ribeiro,female,1
2327,Diana Domingues,Diana,Domingues,female,1
2328,Diana Morel,Diana,Morel,female,1
2329,Diana Nicolau,Diana,Nicolau,female,1
2330,Diana Pequeno,Diana,Pequeno,female,1
2331,Didi Wagner,Didi,Wagner,female,1
2332,Didi Viana,Didi,Viana,female,1
2333,Janick Maceta,Janick,Maceta,female,1
2334,Dig Dutra,Dig,Dutra,female,1
2335,Dill Costa,Dill,Costa,female,1
2336,Dilma Lóes,Dilma,Lóes,female,1
2337,Dilu Melo,Dilu,Melo,female,1
2338,Dina Di,Dina,Di,female,1
2339,Dina Lisboa,Dina,Lisboa,female,1
2340,Dinaelza Coqueiro,Dinaelza,Coqueiro,female,1
2342,Dinorah Marzullo,Dinorah,Marzullo,female,1
2346,Dione Oliveira,Dione,Oliveira,female,1
2348,Dirce Camargo,Dirce,Camargo,female,1
2349,Dirce Knijnik,Dirce,Knijnik,female,1
2350,Dirce Militello,Dirce,Militello,female,1
2352,Dita Côrte-Real,Dita,Côrte-Real,female,1
2353,Diva Pavesi,Diva,Pavesi,female,1
2354,Diva Pacheco,Diva,Pacheco,female,1
2356,Djenane Machado,Djenane,Machado,female,1
2357,Djin Sganzerla,Djin,Sganzerla,female,1
2359,Domingas Person,Domingas,Person,female,1
2362,Dona Militana,Dona,Militana,female,1
2363,Dona Neuma,Dona,Neuma,female,1
2364,Dona Teté,Dona,Teté,female,1
2365,Dona Zica,Dona,Zica,female,1
2366,Dora Incontri,Dora,Incontri,female,1
2368,Dora Kramer,Dora,Kramer,female,1
2369,Dora Parentes,Dora,Parentes,female,1
2370,Dora Pellegrino,Dora,Pellegrino,female,1
2372,Dorina Nowil,Dorina,Nowil,female,1
2373,Dorinha Duval,Dorinha,Duval,female,1
2374,Dorrit Harazim,Dorrit,Harazim,female,1
2375,Duda Little,Duda,Little,female,1
2376,Duda Yankovich,Duda,Yankovich,female,1
2378,Dulce Conforto,Dulce,Conforto,female,1
2381,Dulce Santucci,Dulce,Santucci,female,1
2382,Dulce Thompson,Dulce,Thompson,female,1
2383,Dulcemar Vieira,Dulcemar,Vieira,female,1
2387,Dárcy Vera,Dárcy,Vera,female,1
2388,Déa Selva,Déa,Selva,female,1
2389,Débora Brasil,Débora,Brasil,female,1
2390,Débora Duboc,Débora,Duboc,female,1
2391,Débora Gomez,Débora,Gomez,female,1
2392,Débora Lamm,Débora,Lamm,female,1
2393,Débora Olivieri,Débora,Olivieri,female,1
2394,Débora Rodrigues,Débora,Rodrigues,female,1
2395,Débora Vilalba,Débora,Vilalba,female,1
2396,Déborah Kalume,Déborah,Kalume,female,1
2397,Dóris Fleury,Dóris,Fleury,female,1
2398,Dóris Giesse,Dóris,Giesse,female,1
2399,Ecléa Bosi,Ecléa,Bosi,female,1
2400,Edith Siqueira,Edith,Siqueira,female,1
2401,Edith Veiga,Edith,Veiga,female,1
2403,Edmara Barbosa,Edmara,Barbosa,female,1
2404,Edna Savaget,Edna,Savaget,female,1
2405,Edna Veiga,Edna,Veiga,female,1
2406,Edna Velho,Edna,Velho,female,1
2408,Edy Cerri,Edy,Cerri,female,1
2410,Ela Wiecko,Ela,Wiecko,female,1
2411,Elaine Bast,Elaine,Bast,female,1
2412,Elaine Cristina,Elaine,Cristina,female,1
2413,Elaine Martins,Elaine,Martins,female,1
2414,Elaine Mickely,Elaine,Mickely,female,1
2417,Elcione Barbalho,Elcione,Barbalho,female,1
2419,Elena Landau,Elena,Landau,female,1
2420,Elena Toledo,Elena,Toledo,female,1
2421,Eleonor Bruno,Eleonor,Bruno,female,1
2422,Eleonora Prado,Eleonora,Prado,female,1
2424,Elessandra Dartora,Elessandra,Dartora,female,1
2425,Eli Heil,Eli,Heil,female,1
2426,Eliana Calmon,Eliana,Calmon,female,1
2427,Eliana Fonseca,Eliana,Fonseca,female,1
2428,Eliana Guttman,Eliana,Guttman,female,1
2429,Eliana Macedo,Eliana,Macedo,female,1
2430,Eliana Kertész,Eliana,Kertész,female,1
2431,Eliana Silva,Eliana,Silva,female,1
2433,Eliane Brum,Eliane,Brum,female,1
2434,Eliane Caffé,Eliane,Caffé,female,1
2435,Eliane Camargo,Eliane,Camargo,female,1
2436,Eliane Costa,Eliane,Costa,female,1
2437,Eliane Lage,Eliane,Lage,female,1
2438,Eliane Maciel,Eliane,Maciel,female,1
2439,Eliane Silva,Eliane,Silva,female,1
2440,Eliane Potiguara,Eliane,Potiguara,female,1
2441,Eliete Cigarini,Eliete,Cigarini,female,1
2443,Elisa Lucinda,Elisa,Lucinda,female,1
2445,Elisa Tolomelli,Elisa,Tolomelli,female,1
2446,Elisa Veeck,Elisa,Veeck,female,1
2447,Elizabeth Gasper,Elizabeth,Gasper,female,1
